State,City,Scale_of_Operation,Monthly_Production_Tons,Machine_Utilization_Pct,Skilled_Labor_Pct,Transport_Cost_Rs_per_Ton,Quality_Rejection_Rate_Pct,Avg_Selling_Price_Rs_sqm,Net_Profit_Margin_Pct,Profitability_Class
Rajasthan,Makrana,Small,1593.89,65.35,37.93,1745.57,8.25,2371.63,10.684,Medium
Tamil Nadu,Krishnagiri,Large,5390.67,80.86,81.28,2298.24,3.65,2529.95,24.322,High
Telangana,Warangal,Large,4201.12,74.05,70.84,2586.17,5.86,1887.0,17.654,High
Tamil Nadu,Krishnagiri,Small,2410.05,83.48,72.13,1233.74,7.36,2768.16,20.185,High
Rajasthan,Jaipur,Small,1719.14,66.8,47.14,1685.76,6.74,1847.57,11.813,Medium
Tamil Nadu,Madurai,Large,5575.97,86.82,61.14,1990.35,0.5,2666.49,25.268,High
Telangana,Hyderabad,Large,4306.18,83.95,68.14,2130.34,3.64,2284.89,18.108,High
Tamil Nadu,Dharmapuri,Large,5456.1,83.05,53.27,2108.38,2.81,2802.46,23.891,High
Karnataka,Chitradurga,Large,4674.03,81.65,90.97,1364.74,5.11,2399.68,25.84,High
Tamil Nadu,Dharmapuri,Medium,3336.72,59.56,49.21,1445.1,7.45,2309.23,11.927,Medium
Gujarat,Rajkot,Small,1992.21,57.76,42.05,1959.65,6.86,1511.81,4.51,Low
Gujarat,Vadodara,Medium,2076.28,94.79,75.06,958.64,4.98,1802.16,14.473,Medium
Telangana,Hyderabad,Medium,2511.92,51.45,62.99,2722.41,8.85,2201.52,6.884,Low
Tamil Nadu,Salem,Medium,3435.1,93.43,59.32,1672.0,6.34,2488.55,20.26,High
Andhra Pradesh,Guntur,Medium,2943.92,68.1,37.42,1810.16,6.54,1362.08,5.689,Low
Rajasthan,Jaipur,Small,1803.68,63.11,78.15,2038.42,6.03,2170.08,15.711,Medium
Karnataka,Mysuru,Small,1680.67,78.26,76.26,1837.76,6.35,2783.43,15.277,Medium
Gujarat,Surat,Medium,2715.37,61.57,65.94,2065.82,6.34,1819.63,7.964,Low
Tamil Nadu,Salem,Small,1753.72,80.05,54.5,2247.03,11.91,2286.82,12.835,Medium
Tamil Nadu,Madurai,Medium,3410.68,84.74,64.98,2296.24,4.02,2013.75,19.3,High
Karnataka,Ramanagara,Large,4725.18,91.57,60.86,1376.44,4.53,2497.67,20.571,High
Rajasthan,Jaipur,Large,4697.37,81.15,84.74,1506.66,6.74,2822.07,25.67,High
Tamil Nadu,Chennai,Medium,3309.74,75.45,53.15,1735.6,4.1,2565.96,15.614,Medium
Rajasthan,Kishangarh,Medium,2495.51,71.39,65.83,2629.98,3.5,2330.39,14.734,Medium
Karnataka,Ramanagara,Small,1281.38,79.87,55.89,1993.82,2.99,2222.91,10.909,Medium
Gujarat,Rajkot,Medium,1637.15,57.25,57.83,1140.63,8.94,1687.08,10.724,Medium
Andhra Pradesh,Guntur,Medium,2275.2,91.18,50.74,1610.73,5.09,1792.52,14.637,Medium
Gujarat,Ahmedabad,Medium,3119.01,72.64,35.66,1871.34,10.09,1733.62,5.683,Low
Tamil Nadu,Dharmapuri,Large,5224.59,86.27,69.46,783.01,3.93,2801.65,25.528,High
Andhra Pradesh,Kurnool,Medium,2480.06,69.15,50.51,1100.05,11.13,1914.19,7.795,Low
Gujarat,Rajkot,Small,1151.53,82.13,53.28,1382.74,3.4,1936.21,11.092,Medium
Tamil Nadu,Chennai,Small,1482.38,82.66,58.81,1192.34,10.72,2225.19,11.146,Medium
Telangana,Warangal,Medium,2280.79,59.37,56.88,1147.34,6.08,2144.04,11.36,Medium
Tamil Nadu,Salem,Medium,3764.94,77.07,58.49,1305.8,2.36,2387.12,17.859,High
Andhra Pradesh,Nellore,Large,4614.56,86.25,74.52,1729.9,4.34,1880.44,22.041,High
Andhra Pradesh,Kadapa,Medium,2887.72,84.0,60.27,1404.52,0.5,2267.23,15.556,Medium
Karnataka,Chitradurga,Medium,3286.62,70.12,56.21,1571.99,1.15,2296.15,17.299,High
Andhra Pradesh,Nellore,Medium,2846.63,64.84,67.83,1689.45,6.33,1976.34,15.329,Medium
Tamil Nadu,Dharmapuri,Medium,3207.82,82.29,54.4,1296.08,5.66,2352.2,18.964,High
Telangana,Warangal,Medium,2068.27,79.12,62.62,2589.15,6.79,1957.24,11.716,Medium
Karnataka,Chitradurga,Medium,2951.7,74.89,69.66,2026.86,5.42,2056.08,16.32,Low
Gujarat,Ahmedabad,Medium,2214.13,89.33,63.48,1365.67,4.67,1871.93,12.442,Medium
Andhra Pradesh,Nellore,Small,1065.53,60.2,68.18,1716.23,9.87,1696.79,7.79,Low
Rajasthan,Jodhpur,Large,5498.56,86.49,49.77,1499.49,0.94,2676.1,22.639,High
Tamil Nadu,Chennai,Small,1987.84,84.24,82.48,2373.28,9.95,2411.47,17.119,High
Karnataka,Chitradurga,Small,1886.57,56.76,65.23,1002.48,8.01,2216.85,14.549,Medium
Tamil Nadu,Salem,Small,1577.56,92.07,65.58,1251.84,7.8,2194.27,16.312,High
Karnataka,Ramanagara,Small,1233.88,82.35,49.41,1757.47,10.9,1984.04,9.751,Medium
Karnataka,Mysuru,Medium,3396.69,89.15,32.39,801.05,2.82,1809.84,15.22,Medium
Gujarat,Ahmedabad,Small,1161.56,66.87,63.5,1759.09,9.32,1574.04,6.058,Low
Karnataka,Chitradurga,Small,1684.47,81.61,66.8,1188.49,3.71,2344.89,18.036,High
Andhra Pradesh,Ongole,Medium,2871.67,63.7,48.18,1163.8,8.96,2094.15,9.559,Medium
Telangana,Warangal,Medium,2611.23,58.4,71.74,2178.8,10.17,2143.87,9.874,Medium
Tamil Nadu,Madurai,Small,2365.46,74.22,71.68,1746.55,8.74,2598.4,14.614,Medium
Andhra Pradesh,Nellore,Medium,2262.29,83.27,73.17,1255.48,8.22,1664.31,14.917,Medium
Rajasthan,Jaipur,Medium,2673.45,86.6,61.55,1878.89,1.85,2312.39,16.864,High
Andhra Pradesh,Nellore,Large,5178.44,83.48,68.45,1072.09,4.28,2083.7,21.017,High
Rajasthan,Kishangarh,Medium,2900.55,73.43,64.34,2593.15,6.45,1902.56,13.293,Medium
Rajasthan,Jaipur,Small,1343.65,87.57,51.0,2245.15,9.03,1822.63,7.071,Low
Karnataka,Hassan,Medium,3006.7,78.44,67.09,1610.18,5.52,2249.72,17.721,High
Andhra Pradesh,Ongole,Medium,2706.72,67.27,49.12,978.81,3.94,2291.42,13.511,Medium
Telangana,Karimnagar,Small,1134.78,89.09,28.35,1946.01,5.5,1766.56,6.376,Low
Rajasthan,Makrana,Large,4774.65,74.79,80.31,1456.99,5.34,1956.92,17.837,High
Tamil Nadu,Salem,Medium,3243.0,83.62,52.5,1354.19,2.48,2630.65,20.574,High
Rajasthan,Makrana,Large,5123.44,93.66,45.9,2194.85,0.5,2339.9,21.135,High
Andhra Pradesh,Guntur,Medium,2107.57,76.89,39.79,2303.6,0.5,1909.36,11.375,Medium
Andhra Pradesh,Ongole,Medium,2532.82,79.56,57.34,2015.69,7.16,1759.15,12.072,High
Karnataka,Bengaluru,Medium,3299.34,91.67,41.15,1610.2,8.39,2020.32,16.933,High
Andhra Pradesh,Guntur,Medium,2842.28,53.22,79.1,,6.4,2305.55,9.764,Medium
Tamil Nadu,Salem,Medium,3392.32,65.52,67.23,847.2,7.85,2441.41,15.736,Medium
Karnataka,Bengaluru,Large,4673.93,86.97,78.2,1465.31,0.5,2698.04,26.816,High
Telangana,Karimnagar,Medium,2645.6,73.34,49.19,1520.18,4.53,1716.79,13.404,Medium
Gujarat,Rajkot,Large,3664.08,92.62,52.36,1831.6,,1807.08,15.686,Medium
Rajasthan,Kishangarh,Large,4612.74,77.51,87.78,2143.28,4.48,2794.37,22.309,High
Karnataka,Bengaluru,Large,4892.62,87.63,57.04,1462.5,5.59,1806.59,19.259,High
Andhra Pradesh,Kadapa,Medium,2668.86,61.61,62.0,1027.1,9.63,1832.71,12.917,Medium
Tamil Nadu,Salem,Medium,3387.84,80.03,48.67,1201.4,4.94,2480.21,20.407,High
Karnataka,Mysuru,Small,1842.61,69.85,34.98,2112.29,2.73,1940.54,9.862,Medium
Telangana,Karimnagar,Medium,2334.86,78.46,78.28,1941.66,3.89,2265.5,16.287,High
Tamil Nadu,Madurai,Small,1294.39,98.0,48.49,1511.34,5.68,2582.18,18.535,High
Karnataka,Hassan,Small,1872.44,62.43,71.83,2369.63,5.92,1943.91,9.82,Medium
Andhra Pradesh,Guntur,Small,1815.21,65.36,30.7,1316.3,13.23,1984.72,2.35,Low
Karnataka,Hassan,Large,5129.84,79.02,64.1,2085.27,4.63,2052.3,20.202,High
Tamil Nadu,Chennai,Large,4899.52,91.08,63.8,1516.62,6.71,2779.35,20.724,High
Telangana,Khammam,Medium,2496.44,43.98,54.56,1481.39,0.5,1979.66,8.597,Medium
Rajasthan,Jaipur,Medium,3330.96,74.79,52.99,2082.52,5.23,2193.96,14.742,Medium
Karnataka,Mysuru,Medium,3213.18,71.8,61.29,1519.76,7.27,1971.72,14.777,Medium
Andhra Pradesh,Kurnool,Medium,2496.74,77.12,53.89,2089.21,6.15,1649.21,8.041,Medium
Karnataka,Chitradurga,Medium,2913.1,74.72,57.0,1975.28,9.39,1908.71,14.591,Medium
Andhra Pradesh,Ongole,Small,1150.52,81.06,75.13,1997.58,5.55,1957.29,11.246,Medium
Karnataka,Ramanagara,Small,1209.18,73.79,37.54,2305.93,8.51,2021.4,5.458,Low
Andhra Pradesh,Kadapa,Medium,2921.94,61.74,49.42,1651.27,6.14,2136.93,11.231,Medium
Andhra Pradesh,Ongole,Medium,2651.56,73.21,82.79,1207.2,6.07,1942.92,15.509,Medium
Andhra Pradesh,Kurnool,Medium,3073.88,73.5,86.5,2286.72,6.48,2004.8,16.095,High
Andhra Pradesh,Ongole,Large,4157.54,82.22,41.61,1790.18,5.08,1861.64,14.97,Medium
Tamil Nadu,Krishnagiri,Small,1916.23,56.37,83.23,1256.92,9.69,2734.83,14.772,Medium
Telangana,Warangal,Small,1307.15,75.73,60.15,2589.15,8.77,1748.98,7.482,Low
Tamil Nadu,Madurai,Medium,2989.26,91.6,49.66,1496.93,5.95,2595.43,17.454,High
Gujarat,Rajkot,Small,1884.67,37.81,48.8,915.94,5.57,1541.15,3.678,Low
Gujarat,Rajkot,Small,937.73,68.04,43.07,1524.63,7.88,1444.35,5.581,Low
Rajasthan,Kishangarh,Small,1872.22,48.75,49.61,2135.87,4.32,2176.9,10.958,Medium
Karnataka,Bengaluru,Medium,2618.26,79.13,45.19,1776.03,4.45,1660.63,17.517,High
Rajasthan,Udaipur,Small,1234.81,80.33,30.67,2344.22,8.04,2036.75,9.641,Medium
Rajasthan,Makrana,Medium,3009.17,70.54,39.13,1614.42,9.55,2069.32,9.497,Medium
Gujarat,Ahmedabad,Medium,2330.03,80.7,58.71,1957.45,3.56,1984.95,12.876,Medium
Andhra Pradesh,Nellore,Small,1510.09,88.07,40.61,2307.92,7.46,1810.45,8.168,Medium
Karnataka,Bengaluru,Medium,2755.43,74.22,40.57,1907.1,9.84,2375.0,14.981,Medium
Andhra Pradesh,Nellore,Small,1629.6,74.34,60.44,1951.01,10.38,2045.03,6.888,Low
Karnataka,Mysuru,Large,5520.05,89.3,72.85,1399.3,5.06,2466.72,26.358,High
Andhra Pradesh,Ongole,Large,4334.49,98.0,65.91,1853.2,7.62,2275.93,22.028,High
Tamil Nadu,Krishnagiri,Small,2077.42,59.98,53.29,2128.5,,2398.84,13.113,Medium
Tamil Nadu,Salem,Large,5665.8,90.88,51.02,1094.91,4.06,2624.27,26.896,High
Tamil Nadu,Madurai,Medium,3223.16,58.64,77.62,1130.47,6.22,2408.87,20.153,High
Rajasthan,Kishangarh,Large,4525.95,58.65,75.15,2574.82,1.27,2597.4,19.401,High
Tamil Nadu,Chennai,Medium,2998.22,67.28,84.63,1702.74,5.37,2643.3,16.849,High
Telangana,Nizamabad,Small,1475.25,70.15,75.33,2487.14,6.03,1860.91,7.698,Low
Andhra Pradesh,Kadapa,Large,4546.09,92.57,63.25,1950.46,9.81,2116.54,14.77,Medium
Tamil Nadu,Madurai,Small,1439.1,54.68,83.49,2208.9,4.66,2353.56,15.593,Medium
Rajasthan,Jodhpur,Small,1800.12,85.56,53.46,1630.51,3.45,2045.86,13.051,Medium
Andhra Pradesh,Guntur,Small,1903.94,73.97,51.8,1074.16,8.4,1784.21,8.6,Medium
Rajasthan,Kishangarh,Small,1384.58,60.52,49.61,2432.64,9.08,2016.25,8.48,Medium
Tamil Nadu,Salem,Medium,3728.93,79.03,54.46,1435.09,4.51,2369.69,19.274,High
Rajasthan,Makrana,Medium,2433.38,66.24,90.03,1735.46,7.55,2530.04,15.908,Medium
Rajasthan,Jaipur,Large,4548.8,98.0,55.06,1568.67,7.06,2006.78,21.277,High
Andhra Pradesh,Nellore,Small,935.68,80.66,28.53,2311.34,6.17,1964.3,9.691,Medium
Tamil Nadu,Chennai,Large,5532.46,84.28,57.63,2240.3,12.21,2491.91,21.294,High
Karnataka,Chitradurga,Large,4633.64,91.35,76.11,1760.01,4.44,2300.02,23.172,High
Gujarat,Rajkot,Small,1217.12,91.85,42.53,2429.04,13.16,1399.73,5.74,Low
Telangana,Hyderabad,Small,2119.52,94.43,41.89,1817.94,12.7,1328.29,4.521,Low
Tamil Nadu,Madurai,Large,5109.67,92.75,40.33,2073.56,10.39,2310.79,18.501,High
Rajasthan,Kishangarh,Medium,2732.96,91.66,34.78,2810.05,8.4,1558.29,11.178,Medium
Karnataka,Hassan,Medium,2370.58,87.47,45.44,2274.74,5.86,2454.04,16.024,High
Karnataka,Chitradurga,Medium,2903.81,79.84,71.37,1557.87,4.12,2514.26,15.888,Medium
Rajasthan,Makrana,Medium,2783.56,67.36,29.92,2010.63,6.69,1824.91,11.298,Medium
Rajasthan,Udaipur,Small,1324.47,93.43,44.43,2113.76,7.18,1805.72,8.262,Medium
Telangana,Warangal,Medium,2168.38,69.72,53.86,1876.87,6.57,1512.33,14.162,Medium
Gujarat,Surat,Small,1444.59,75.96,42.0,2151.14,12.14,1480.38,1.5,Low
Karnataka,Bengaluru,Medium,3449.61,73.09,61.3,2311.0,6.46,2165.09,14.653,Medium
Telangana,Karimnagar,Large,4017.33,86.74,71.83,2267.6,8.02,1514.36,19.043,High
Telangana,Hyderabad,Medium,2468.68,91.48,76.87,1753.74,,1806.87,15.086,Medium
Telangana,Hyderabad,Large,4289.81,79.11,64.86,1369.0,4.44,1761.78,19.663,High
Tamil Nadu,Chennai,Medium,2734.09,58.88,20.05,944.92,8.31,2353.74,11.448,Medium
Tamil Nadu,Salem,Medium,3004.98,89.31,47.64,1048.51,7.06,2389.22,20.959,High
Andhra Pradesh,Nellore,Medium,2359.73,87.85,50.0,1333.76,8.6,1729.47,14.123,Medium
Andhra Pradesh,Nellore,Large,4996.98,93.06,82.36,1196.9,10.25,1941.79,21.73,High
Telangana,Warangal,Medium,3062.12,88.66,59.17,1676.56,8.3,1566.36,11.369,Medium
Rajasthan,Makrana,Small,1229.52,87.41,64.18,1541.84,5.35,2359.18,15.522,Medium
Andhra Pradesh,Nellore,Large,4933.45,70.48,62.6,2295.51,5.18,1923.47,15.274,Medium
Karnataka,Bengaluru,Medium,2510.0,81.08,63.17,1812.56,,2218.68,17.201,High
Tamil Nadu,Dharmapuri,Small,1893.65,98.0,37.5,,7.64,2131.62,11.097,Medium
Karnataka,Bengaluru,Medium,3056.94,63.77,32.62,1660.37,1.17,1988.2,14.683,Medium
Rajasthan,Jodhpur,Large,4441.52,68.21,24.2,1578.28,0.5,2176.95,17.886,High
Karnataka,Hassan,Medium,2816.66,75.23,64.22,2558.02,1.7,2632.08,17.64,High
Karnataka,Ramanagara,Small,1408.43,82.55,56.36,1633.52,9.97,2050.89,12.496,Medium
Rajasthan,Kishangarh,Large,4326.59,84.59,72.38,2545.77,7.17,1859.64,19.416,High
Andhra Pradesh,Kadapa,Medium,1770.07,96.83,60.07,1481.33,3.15,2150.37,16.268,Low
Tamil Nadu,Dharmapuri,Medium,2997.5,66.13,22.84,2304.33,5.37,1867.81,13.542,Medium
Andhra Pradesh,Guntur,Small,1520.21,51.96,39.11,2377.68,10.69,1971.97,2.87,Low
Tamil Nadu,Krishnagiri,Small,1492.59,93.36,46.83,1364.56,9.32,2115.94,16.144,High
Karnataka,Hassan,Medium,3109.32,62.46,45.99,2753.6,2.3,2485.23,13.855,Medium
Telangana,Karimnagar,Large,3507.2,83.68,74.37,1946.93,2.85,2037.02,17.581,High
Andhra Pradesh,Ongole,Small,1164.54,90.5,46.75,1916.21,7.41,2057.43,14.108,Medium
Tamil Nadu,Dharmapuri,Small,2475.71,72.42,73.86,1135.05,6.17,2249.02,15.072,Medium
Karnataka,Mysuru,Small,1947.88,65.87,73.08,1595.99,6.2,1950.58,12.161,Medium
Tamil Nadu,Salem,Medium,3330.26,86.2,60.06,2103.16,3.74,2615.72,19.81,High
Gujarat,Bhavnagar,Small,916.69,79.55,59.68,1207.14,3.7,2145.36,7.667,Low
Gujarat,Ahmedabad,Small,1184.44,78.63,40.26,1887.39,10.85,1688.62,1.744,Low
Telangana,Khammam,Small,618.89,98.0,47.82,1565.77,8.22,1708.52,10.899,Medium
Andhra Pradesh,Kadapa,Medium,2799.17,66.92,30.82,1056.41,2.44,1982.97,13.147,Medium
Andhra Pradesh,Kadapa,Medium,2894.89,64.59,41.61,1516.1,6.31,1464.76,8.037,Medium
Karnataka,Ramanagara,Small,1018.45,64.98,60.3,1382.41,1.34,2487.85,11.945,Medium
Telangana,Warangal,Large,3949.18,93.9,49.59,2572.99,7.31,1749.52,14.525,Medium
Karnataka,Mysuru,Small,1585.7,79.17,76.87,1553.52,8.65,2212.46,14.39,Medium
Rajasthan,Udaipur,Small,1671.48,75.51,61.62,1627.47,,1792.05,10.337,Medium
Telangana,Hyderabad,Large,4054.61,59.48,64.34,1848.5,6.57,1974.93,14.634,Medium
Gujarat,Surat,Medium,1754.56,91.7,22.23,1927.23,9.33,1306.02,5.296,Low
Rajasthan,Makrana,Medium,2661.0,69.47,25.75,2817.9,2.31,1873.06,11.414,Medium
Rajasthan,Kishangarh,Small,1350.04,55.32,78.86,1600.17,6.24,2653.9,12.356,Medium
Rajasthan,Jaipur,Medium,3164.83,72.46,50.57,1965.71,4.6,2108.1,14.189,Medium
Tamil Nadu,Madurai,Medium,2970.37,90.84,74.56,2061.28,3.9,2483.81,18.042,High
Andhra Pradesh,Guntur,Large,4508.61,89.43,62.32,919.36,3.56,2309.85,24.014,High
Tamil Nadu,Dharmapuri,Small,967.47,72.49,35.52,1394.05,5.84,2243.79,11.962,Medium
Tamil Nadu,Krishnagiri,Medium,3535.43,68.16,47.39,1703.91,1.37,2755.04,17.823,High
Karnataka,Mysuru,Medium,3075.53,70.28,40.16,1235.58,4.3,1765.16,14.45,Medium
Tamil Nadu,Krishnagiri,Large,5143.8,98.0,73.53,1360.84,,2557.44,21.49,High
Andhra Pradesh,Nellore,Small,1429.96,49.51,55.17,1297.64,8.04,1769.44,6.464,Low
Gujarat,Ahmedabad,Large,3386.33,74.96,65.18,1999.59,3.11,1897.44,11.822,Medium
Andhra Pradesh,Nellore,Small,1411.71,76.58,24.81,1572.77,6.85,2008.06,6.033,Low
Andhra Pradesh,Nellore,Medium,2559.01,48.54,53.35,1390.23,7.09,1970.31,8.034,Medium
Rajasthan,Udaipur,Small,1358.4,73.19,55.97,1446.39,6.13,1673.73,12.281,Medium
Rajasthan,Jaipur,Medium,2089.07,61.89,92.0,2591.47,4.72,2424.62,15.676,Medium
Andhra Pradesh,Guntur,Small,937.47,78.98,63.76,,10.21,1635.87,6.626,Low
Gujarat,Surat,Small,1364.4,65.19,52.54,1023.93,4.95,1535.27,9.481,Medium
Karnataka,Hassan,Small,1675.04,68.8,37.14,1591.56,15.23,1952.1,4.718,Low
Telangana,Khammam,Small,1414.56,65.12,67.95,1200.73,5.2,1913.33,10.639,Medium
Tamil Nadu,Chennai,Large,4888.92,88.94,69.2,1266.19,0.5,2664.72,27.326,High
Rajasthan,Kishangarh,Large,4924.66,85.72,66.16,2338.06,8.19,2048.03,19.454,High
Andhra Pradesh,Kadapa,Medium,2531.83,86.73,74.14,1660.15,6.29,1960.22,15.651,Medium
Tamil Nadu,Krishnagiri,Small,1519.67,93.92,45.77,1788.7,7.57,2668.7,16.291,High
Andhra Pradesh,Kurnool,Medium,2448.95,72.26,72.51,1211.87,6.07,1991.8,13.615,Medium
Tamil Nadu,Dharmapuri,Medium,3313.1,74.31,40.79,1452.6,3.32,2086.26,17.858,High
Tamil Nadu,Madurai,Large,6183.95,72.53,51.08,1623.48,4.88,2089.08,19.961,High
Tamil Nadu,Madurai,Medium,3468.6,98.0,64.1,1420.06,8.06,2228.59,21.466,High
Tamil Nadu,Dharmapuri,Large,5810.43,73.41,66.09,1063.96,4.97,2900.38,24.586,High
Telangana,Nizamabad,Large,4520.73,79.1,60.71,2142.61,3.92,1790.14,16.161,High
Andhra Pradesh,Nellore,Large,4240.43,87.3,41.04,989.37,9.7,1594.79,11.593,Medium
Rajasthan,Udaipur,Small,1264.74,86.27,70.46,1759.45,8.11,2220.13,14.978,Medium
Andhra Pradesh,Ongole,Small,1106.94,70.56,24.87,2102.66,10.49,1999.17,2.767,Low
Andhra Pradesh,Kurnool,Medium,2244.24,94.77,72.74,1238.92,1.82,2103.8,18.906,High
Tamil Nadu,Madurai,Medium,2864.7,77.25,57.2,1965.36,6.52,2251.78,17.693,High
Rajasthan,Jaipur,Small,3910.503418024491,68.75,52.55,2503.9,9.97,2350.79,8.506,Medium
Tamil Nadu,Madurai,Small,1964.12,85.05,50.51,1410.98,2.76,2544.82,14.032,Medium
Tamil Nadu,Salem,Medium,3417.93,66.63,49.91,2289.57,4.95,2392.84,15.963,Medium
Karnataka,Mysuru,Medium,2359.38,83.96,58.44,1767.14,9.64,2385.28,14.321,Medium
Tamil Nadu,Krishnagiri,Small,1765.49,70.67,57.7,2400.86,9.23,2423.77,14.503,Medium
Karnataka,Ramanagara,Medium,2660.24,94.52,58.9,2338.91,2.73,2537.47,16.152,High
Tamil Nadu,Chennai,Medium,2631.89,91.4,62.59,1777.49,3.72,2514.96,20.702,High
Tamil Nadu,Madurai,Medium,2912.3,75.75,50.34,842.18,4.53,2220.59,17.238,High
Andhra Pradesh,Kurnool,Small,1694.49,61.04,55.52,1632.97,2.27,2130.89,9.792,Medium
Karnataka,Hassan,Medium,3356.12,49.34,47.11,1987.15,6.61,2328.72,13.105,Medium
Karnataka,Chitradurga,Medium,2311.94,82.93,40.54,1209.01,2.22,2206.68,16.75,High
Tamil Nadu,Salem,Small,1867.03,46.94,46.36,2095.68,8.35,2198.78,8.534,Medium
Karnataka,Hassan,Medium,2259.69,76.02,41.39,2031.12,2.78,2631.17,14.22,Medium
Gujarat,Bhavnagar,Small,1222.42,65.69,44.2,2363.44,11.28,1740.66,2.455,Low
Telangana,Nizamabad,Small,1254.2,81.87,39.09,1868.15,9.12,1710.81,3.008,Low
Tamil Nadu,Salem,Medium,3421.1,73.43,64.66,1239.28,2.28,2330.84,19.058,High
Rajasthan,Jaipur,Small,1557.03,69.35,68.87,1972.02,4.06,2275.49,12.528,Medium
Tamil Nadu,Madurai,Small,1451.07,86.32,45.9,1972.8,,2069.28,13.722,Medium
Rajasthan,Udaipur,Large,4523.91,64.92,66.9,1936.24,5.68,2340.44,18.253,High
Andhra Pradesh,Kadapa,Small,1394.76,83.01,50.1,1390.27,7.16,2170.0,10.366,Medium
Telangana,Hyderabad,Large,4047.22,98.0,63.28,1102.03,5.31,2098.87,19.507,High
Karnataka,Chitradurga,Medium,2953.93,90.76,78.53,1573.56,4.97,2612.65,20.077,High
Tamil Nadu,Salem,Small,2149.13,70.21,32.55,1491.16,12.09,2073.95,5.502,Low
Tamil Nadu,Krishnagiri,Small,1687.67,52.7,37.59,1932.58,13.22,2459.01,2.907,Low
Karnataka,Ramanagara,Medium,3217.08,81.29,59.07,1823.86,4.38,2127.94,16.602,High
Tamil Nadu,Chennai,Medium,2773.77,61.36,60.92,786.39,4.9,2656.34,14.196,Medium
Andhra Pradesh,Kadapa,Small,1313.39,76.95,47.91,1414.71,8.48,1886.63,13.958,Medium
Tamil Nadu,Salem,Small,1689.34,81.52,37.26,2080.51,6.99,2213.76,11.806,Medium
Karnataka,Bengaluru,Medium,3562.51,62.36,62.36,2399.6,2.55,2346.12,19.276,High
Karnataka,Hassan,Small,1513.41,63.41,54.94,1076.33,6.72,2277.2,9.385,Medium
Karnataka,Bengaluru,Large,5070.89,68.12,82.81,1769.16,5.39,2247.06,22.651,High
Andhra Pradesh,Kurnool,Medium,2920.46,95.86,69.44,1677.72,5.34,1641.33,15.722,Medium
Tamil Nadu,Salem,Medium,3283.08,92.7,60.55,783.26,10.73,2644.97,16.564,High
Telangana,Hyderabad,Small,1635.31,98.0,65.05,1981.72,3.21,1955.84,13.309,Medium
Rajasthan,Udaipur,Small,2129.53,89.29,69.07,2727.12,7.79,2475.96,12.734,Medium
Andhra Pradesh,Ongole,Large,4585.78,71.56,61.65,1642.88,5.24,2139.82,18.38,Low
Andhra Pradesh,Guntur,Small,1545.92,54.11,67.93,1625.41,9.35,2034.97,6.767,Low
Telangana,Nizamabad,Small,1627.21,90.82,64.89,2579.23,4.0,2167.44,9.834,Medium
Rajasthan,Jodhpur,Medium,2484.09,85.32,71.91,1067.77,7.14,2094.81,19.145,High
Andhra Pradesh,Ongole,Small,885.59,85.85,34.13,1029.76,8.22,1926.22,11.785,Medium
Andhra Pradesh,Ongole,Medium,2748.16,59.19,67.96,984.8,8.26,1993.94,11.512,Medium
Andhra Pradesh,Kurnool,Large,4231.15,81.74,69.75,1738.82,6.07,1590.44,17.141,High
Andhra Pradesh,Kadapa,Medium,2817.66,72.24,43.89,1799.77,8.46,1722.92,8.938,Medium
Tamil Nadu,Salem,Large,5604.15,82.26,47.45,1062.75,7.69,2159.91,18.938,High
Rajasthan,Udaipur,Large,5378.14,71.4,65.26,2779.65,2.65,2199.27,19.215,High
Gujarat,Vadodara,Small,721.96,53.41,53.27,1913.48,2.78,1661.41,5.216,Low
Andhra Pradesh,Kadapa,Small,1626.94,64.76,40.76,1368.13,,1377.85,1.5,Low
Telangana,Nizamabad,Medium,1732.52,35.0,46.43,1437.39,4.14,1810.59,2.733,Low
Rajasthan,Makrana,Medium,2490.05,68.65,47.36,1442.54,8.38,1898.21,10.128,Medium
Karnataka,Ramanagara,Small,1776.22,71.8,35.71,1591.41,9.27,2027.29,7.458,Low
Tamil Nadu,Salem,Large,5102.52,69.04,78.47,1322.67,8.37,2671.32,20.647,High
Andhra Pradesh,Ongole,Medium,2306.7,84.05,42.3,1668.67,4.83,1769.04,15.395,Medium
Rajasthan,Udaipur,Small,1685.25,70.05,37.04,2168.99,10.33,2121.34,8.438,Medium
Rajasthan,Makrana,Medium,3235.73,68.67,76.51,2739.47,14.29,2321.79,12.123,Medium
Telangana,Warangal,Small,848.22,92.45,66.21,2346.46,4.89,1774.31,11.003,Medium
Rajasthan,Udaipur,Large,5329.48,75.57,56.99,1346.12,6.39,2148.79,19.148,High
Tamil Nadu,Krishnagiri,Medium,3565.88,77.77,44.04,1776.2,5.97,2469.5,15.789,Medium
Telangana,Karimnagar,Small,1332.28,55.8,23.98,1200.88,10.38,1532.34,1.539,Low
Gujarat,Rajkot,Small,853.48,78.07,56.95,1753.2,8.78,1823.11,5.479,Low
Andhra Pradesh,Ongole,Large,4529.46,81.58,77.25,1992.18,1.18,2383.3,19.898,High
Rajasthan,Kishangarh,Medium,2394.08,71.62,43.59,2082.0,8.03,1915.33,10.945,Medium
Rajasthan,Kishangarh,Large,4953.9,69.77,75.77,2450.73,7.25,2358.9,18.959,Medium
